datetime|long|data,lat|double|data,lon|double|data
1232224057,47.6674833333333,-122.107083333333
1232224058,47.6675,-122.107066666667
1232224059,47.6675,-122.107066666667
1232224060,47.6675166666667,-122.107033333333
1232224061,47.6675333333333,-122.106983333333
1232224062,47.6675333333333,-122.106916666667
1232224063,47.6675166666667,-122.106833333333
1232224064,47.6675166666667,-122.106733333333
1232224065,47.6675166666667,-122.1066
1232224066,47.6675166666667,-122.106466666667
1232224067,47.6675166666667,-122.106333333333
1232224068,47.6675166666667,-122.1062
1232224069,47.6675166666667,-122.106066666667
1232224070,47.6675166666667,-122.10595
1232224071,47.6675166666667,-122.105833333333
1232224072,47.6675166666667,-122.1057
1232224073,47.6675166666667,-122.105583333333
1232224074,47.6675166666667,-122.105466666667
1232224075,47.6675166666667,-122.10535
1232224076,47.6675166666667,-122.105216666667
1232224077,47.6675166666667,-122.1051
1232224078,47.6675166666667,-122.105
1232224079,47.6675333333333,-122.104866666667
1232224080,47.6675333333333,-122.10475
1232224081,47.6675333333333,-122.104616666667
1232224082,47.6675333333333,-122.104483333333
1232224083,47.6675333333333,-122.104333333333
1232224084,47.6675333333333,-122.104183333333
1232224085,47.6675333333333,-122.104033333333
1232224086,47.6675333333333,-122.103866666667
1232224087,47.6675333333333,-122.103666666667
1232224088,47.6675333333333,-122.103466666667
1232224089,47.6675333333333,-122.103266666667
1232224090,47.6675166666667,-122.103083333333
1232224091,47.6675166666667,-122.102916666667
1232224092,47.6675166666667,-122.10275
1232224093,47.6675166666667,-122.102633333333
1232224094,47.6675166666667,-122.102516666667
1232224095,47.6675333333333,-122.102416666667
1232224096,47.6675333333333,-122.102333333333
1232224097,47.66755,-122.102283333333
1232224098,47.66755,-122.102266666667
1232224099,47.66755,-122.102266666667
1232224100,47.66755,-122.102266666667
1232224101,47.66755,-122.102266666667
1232224102,47.66755,-122.102266666667
1232224103,47.66755,-122.102266666667
1232224104,47.66755,-122.102266666667
1232224105,47.66755,-122.102266666667
1232224106,47.66755,-122.102266666667
1232224107,47.66755,-122.102266666667
1232224108,47.66755,-122.102266666667
1232224109,47.66755,-122.102266666667
1232224110,47.66755,-122.102266666667
1232224111,47.66755,-122.102266666667
1232224112,47.6675666666667,-122.102266666667
1232224113,47.6675666666667,-122.102266666667
1232224114,47.6675666666667,-122.102266666667
1232224115,47.6675666666667,-122.102266666667
1232224116,47.6675666666667,-122.102266666667
1232224117,47.6675666666667,-122.102266666667
1232224118,47.6675666666667,-122.102266666667
1232224119,47.6675666666667,-122.102266666667
1232224120,47.6675666666667,-122.102266666667
1232224121,47.6675666666667,-122.102266666667
1232224122,47.6675666666667,-122.102266666667
1232224123,47.6675666666667,-122.102266666667
1232224124,47.6675666666667,-122.102266666667
1232224125,47.6675666666667,-122.102266666667
1232224126,47.6675666666667,-122.102266666667
1232224127,47.6675666666667,-122.102266666667
1232224128,47.6675666666667,-122.102266666667
1232224129,47.6675666666667,-122.102266666667
1232224130,47.6675666666667,-122.102266666667
1232224131,47.6675666666667,-122.102266666667
1232224132,47.6675666666667,-122.102266666667
1232224133,47.6675666666667,-122.102266666667
1232224134,47.6675666666667,-122.102266666667
1232224135,47.6675666666667,-122.102266666667
1232224136,47.6675666666667,-122.102266666667
1232224137,47.6675666666667,-122.102266666667
1232224138,47.6675666666667,-122.102266666667
1232224139,47.6675666666667,-122.102266666667
1232224140,47.6675666666667,-122.102266666667
1232224141,47.6675666666667,-122.102266666667
1232224142,47.6675666666667,-122.102266666667
1232224143,47.6675666666667,-122.102266666667
1232224144,47.6675666666667,-122.102266666667
1232224145,47.6675666666667,-122.102266666667
1232224146,47.6675666666667,-122.102266666667
1232224147,47.6675666666667,-122.102266666667
1232224148,47.6675666666667,-122.102266666667
1232224149,47.6675666666667,-122.102266666667
1232224150,47.6675666666667,-122.102266666667
1232224151,47.6675666666667,-122.102266666667
1232224152,47.6675666666667,-122.102266666667
1232224153,47.6675666666667,-122.102266666667
1232224154,47.6675666666667,-122.102266666667
1232224155,47.6675666666667,-122.102266666667
1232224156,47.6675833333333,-122.102266666667
1232224157,47.6675833333333,-122.102266666667
1232224158,47.6675833333333,-122.102266666667
1232224159,47.6675833333333,-122.102266666667
1232224160,47.6675833333333,-122.102266666667
1232224161,47.6675833333333,-122.102266666667
1232224162,47.6675833333333,-122.102266666667
1232224163,47.6675833333333,-122.102266666667
1232224164,47.6675833333333,-122.102266666667
1232224165,47.6675833333333,-122.102266666667
1232224166,47.6675833333333,-122.102266666667
1232224167,47.6675833333333,-122.102266666667
1232224168,47.6675833333333,-122.102266666667
1232224169,47.6675833333333,-122.102266666667
1232224170,47.6675833333333,-122.102266666667
1232224171,47.6675833333333,-122.102266666667
1232224172,47.6675833333333,-122.102266666667
1232224173,47.6675833333333,-122.102266666667
1232224174,47.6675833333333,-122.102266666667
1232224175,47.6675833333333,-122.102266666667
1232224176,47.6675833333333,-122.102266666667
1232224177,47.6675833333333,-122.102266666667
1232224178,47.6675833333333,-122.102266666667
1232224179,47.6675833333333,-122.102266666667
1232224180,47.6675833333333,-122.102266666667
1232224181,47.6675833333333,-122.102266666667
1232224182,47.6675833333333,-122.102266666667
1232224183,47.6675833333333,-122.102266666667
1232224184,47.6675833333333,-122.102266666667
1232224185,47.6675833333333,-122.102266666667
1232224186,47.6675833333333,-122.102266666667
1232224187,47.6675833333333,-122.102266666667
1232224188,47.6675833333333,-122.102266666667
1232224189,47.6675833333333,-122.102266666667
1232224190,47.6675833333333,-122.102266666667
1232224191,47.6675833333333,-122.102266666667
1232224192,47.6675833333333,-122.102266666667
1232224193,47.6675833333333,-122.102266666667
1232224194,47.6675833333333,-122.102266666667
1232224195,47.6675833333333,-122.102266666667
1232224196,47.6675833333333,-122.102266666667
1232224197,47.6675833333333,-122.102283333333
1232224198,47.6675833333333,-122.102283333333
1232224199,47.6675833333333,-122.102283333333
1232224200,47.6675833333333,-122.102283333333
1232224201,47.6675833333333,-122.102283333333
1232224202,47.6675833333333,-122.102283333333
1232224203,47.6675833333333,-122.102283333333
1232224204,47.6675833333333,-122.102283333333
1232224205,47.6675833333333,-122.102283333333
1232224206,47.6675833333333,-122.102283333333
1232224207,47.6675833333333,-122.102283333333
1232224208,47.6675833333333,-122.102283333333
1232224209,47.6675833333333,-122.102283333333
1232224210,47.6675833333333,-122.102283333333
1232224211,47.6675833333333,-122.102266666667
1232224212,47.6675833333333,-122.102266666667
1232224213,47.6675833333333,-122.102266666667
1232224214,47.6676,-122.102216666667
1232224215,47.6676333333333,-122.102166666667
1232224216,47.6676666666667,-122.102133333333
1232224217,47.6677333333333,-122.1021
1232224218,47.6678,-122.102116666667
1232224219,47.6678666666667,-122.102183333333
1232224220,47.6679333333333,-122.102266666667
1232224221,47.668,-122.1024
1232224222,47.6680833333333,-122.102533333333
1232224223,47.6681666666667,-122.102666666667
1232224224,47.6682666666667,-122.102833333333
1232224225,47.66835,-122.103
1232224226,47.66845,-122.103183333333
1232224227,47.66855,-122.103366666667
1232224228,47.66865,-122.103566666667
1232224229,47.6687333333333,-122.103766666667
1232224230,47.6688166666667,-122.103966666667
1232224231,47.6689,-122.104183333333
1232224232,47.669,-122.1044
1232224233,47.6690833333333,-122.1046
1232224234,47.6692,-122.104783333333
1232224235,47.6693333333333,-122.104933333333
1232224236,47.6694833333333,-122.105066666667
1232224237,47.66965,-122.105166666667
1232224238,47.6698166666667,-122.105283333333
1232224239,47.6699833333333,-122.105383333333
1232224240,47.6701666666667,-122.105483333333
1232224241,47.6703333333333,-122.105583333333
1232224242,47.6704833333333,-122.105666666667
1232224243,47.67065,-122.1058
1232224244,47.6707833333333,-122.10595
1232224245,47.6708833333333,-122.106133333333
1232224246,47.67095,-122.106366666667
1232224247,47.6709833333333,-122.1066
1232224248,47.6709833333333,-122.10685
1232224249,47.67095,-122.107083333333
1232224250,47.6708666666667,-122.107316666667
1232224251,47.67075,-122.107483333333
1232224252,47.6706,-122.10765
1232224253,47.6704333333333,-122.10775
